Typ,Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Tepelné čerpadlo,Spárováno,Skóre shody,Extra,Stav,Země,Zdroj,Odkaz na auto
Elektrické,VW Andere,737706,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Wuppertal / Baterie 52 kWh / ID. Polo Life 155 kW (211 PS) 52 kWh,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-id-polo-life-155-kw-211-ps-52-kwh-wuppertal/454569314.html
Elektrické,VW Andere,700929,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Regensburg / ID. Polo Life 52 kWh Automatik Klima RearView PD,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-id-polo-life-52-kwh-automatik-klima-rearview-pd-regensburg/459569497.html
Elektrické,VW ID. Polo,744480,499,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Bayreuth / Baterie 52 kWh / ID.Polo Style 155 kW (211 PS) 52 kWh IQ.Light*AC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-id-polo-style-155-kw-211-ps-52-kwh-iq-light-ac-bayreuth/454575104.html
Elektrické,VW ID. Polo,713551,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,"Selfkant-Tüddern / Baterie 55 kWh / Life Life 52 kWh 155 kW 155 kW (211 PS), Auto...",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-life-life-52-kwh-155-kw-155-kw-211-ps-auto-selfkant-t%C3%BCddern/458471424.html
Spalovací,VW Passat GTE,525032,35700,2021,Benzín,1.4,TSI,HEV,160,Automatická,Ano,,,Ne,Kombi,,,,Ano,4,Strzyżowice / GTE GTE,,Polsko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-passat-1-4-tsi-dsg-gte-gte-strzyzowice/414857112.html
Spalovací,VW Passat Variant Elegance 2.0 TDI,626650,89525,2021,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Sedan/limuzína,,Ano,,Ano,3,Prague / SCR,,Česko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-passat-2-0-tdi-scr-147kw-dsg-4motion-prague/458506117.html
Spalovací,VW Passat Variant Elegance 2.0 TDI,603665,77000,2021,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,R-Line,,,Ano,7,Gleisdorf / Variant 3 X IQ-Matr...,,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-passat-variant-2-0-tdi-dsg-3-x-r-line-iq-matr-gleisdorf/459337563.html
Spalovací,VW Passat Variant Elegance 2.0 TDI,728270,42000,2025,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,,Ano,,Ano,8,Banov / SCR Business Business,,Slovensko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-passat-variant-2-0-tdi-scr-dsg-business-business-banov/458081030.html
Spalovací,VW Passat Variant 1.5 eTSI,626650,97000,2024,Benzín,1.5,eTSI,,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,7,Gleisdorf / Variant NEUES MODELL GARANTIE ...,,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-passat-variant-neues-modell-garantie-etsi-dsg-gleisdorf/456684176.html
Spalovací,VW Passat Variant 1.5 eTSI,676492,24000,2025,Benzín,1.5,eTSI,,110,Automatická,,,,Ne,Kombi,,Ano,,Ano,7,Judenburg / Passat Business Sports. V,,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-passat-variant-passat-1-5etsi-business-sports-v-judenburg/459218052.html
Elektrické,VW Polo,737706,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Wuppertal / Baterie 52 kWh / Life 155 kW (211 PS) 52 kWh,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-polo-life-155-kw-211-ps-52-kwh-wuppertal/454586184.html
Elektrické,VW Polo,748811,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Horn-Bad Meinberg / Baterie 55 kWh / Life 52 kWh RFK ACC App-Connect Spurwechse,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-polo-life-52-kwh-rfk-acc-app-connect-spurwechse-horn-bad-meinberg/454429196.html
Elektrické,VW e-up!,362925,50000,2022,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Lehrte / Baterie 36 kWh / STYLE Plus 10/22 44tkm TÜV 2/28 Vollausstattung,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-style-plus-10-22-44tkm-t%C3%BCv-2-28-vollausstattung-lehrte/447266729.html
Elektrické,VW T-Cross,602456,17000,2024,Elektro,,,,85,,,,,Ne,SUV,,,,,,Dannenberg / GOAL 1.0 l TSI OPF 85 kW (116 PS) 6-Gang,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-t-cross-goal-1-0-l-tsi-opf-85-kw-116-ps-6-gang-dannenberg/452553814.html
Spalovací,VW T-Roc 1.5 TSI,530742,83000,2022,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Nejisté,0,Thannhausen / Weiz / LED VIRTUAL NAVI ACC,,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-t-roc-2-0-tdi-life-dsg-led-virtual-navi-acc-thannhausen-weiz/457157214.html
Spalovací,VW T-Roc 1.5 TSI,723406,51200,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ano,SUV,Style,Ano,,Nejisté,0,Villach / SCR,,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-t-roc-2-0-tdi-scr-dsg-4motion-style-villach/455324390.html
Elektrické,VW T6 Caravelle,578019,13900,2021,Elektro,,,,83,,,,,Ne,VAN,,,,,,Saerbeck / T6.1 ABT-e Caravelle Comf./Elektro/LR/lang/Sitzh,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-t6-1-abt-e-caravelle-comf-elektro-lr-lang-sitzh-saerbeck/454381958.html
Elektrické,VW T6 Caravelle,544146,49697,2022,Elektro,,,,83,,,,,Ne,VAN,,,,,,Wipshausen / Baterie 37 kWh / T6.1 Caravelle 9-Si. ABTe 2x el. Schiebetür LED,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-t6-1-caravelle-9-si-abte-2x-el-schiebet%C3%BCr-led-wipshausen/456836001.html
Elektrické,VW T6 Caravelle,544146,49697,2022,Elektro,,,,83,,,,,Ne,VAN,,,,,,Wipshausen / Baterie 37 kWh / T6.1 Caravelle 9-Si. ABTe 2x el. Schiebetür LED,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-t6-1-caravelle-9-si-abte-2x-el-schiebet%C3%BCr-led-wipshausen/458169400.html
Elektrické,VW T6 Caravelle,483658,11800,2022,Elektro,,,,83,,,,,Ne,VAN,,,,,,Vordorf / Baterie 37 kWh / T6.1 Caravelle Abt e-Lang 1-Gang 6 Sitze Navi,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-t6-1-caravelle-abt-e-lang-1-gang-6-sitze-navi-vordorf/459402938.html
Elektrické,VW T6 Caravelle,616731,16200,2023,Elektro,,,,48,,,,,Ne,VAN,,,,,,Beilstein / Baterie 37 kWh / ABTe 9-Sitzer,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-t6-caravelle-abte-9-sitzer-beilstein/443632171.html
Spalovací,VW Tiguan Allspace 2.0 TDI,725560,19000,2025,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Ano,8,Sinabelkirchen / 2025 *EXP.24990*,,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-tiguan-2-0-tdi-110-kw-life-dsg-2025-exp-24990-sinabelkirchen/452408362.html
Spalovací,VW Tiguan Allspace 2.0 TDI,725560,22900,2025,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Ano,8,Sinabelkirchen / 2025 *EXP. 24990*,,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-tiguan-2-0-tdi-110-kw-life-dsg-2025-exp-24990-sinabelkirchen/454018273.html
Spalovací,VW Tiguan Allspace 2.0 TDI,725560,22000,2025,Nafta,2.0,TDI,,110,Automatická,,,,Ne,SUV,Life,,,Ano,8,"Sinabelkirchen / ""LED,Kamera"" EXP € 24990.--",,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-tiguan-2-0-tdi-life-led-kamera-exp-24990-sinabelkirchen/452157187.html
Spalovací,VW Tiguan Allspace 2.0 TDI,675912,64000,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,8,Thannhausen / Weiz / Tiguan Allspace MATRIX EXP:23.280.-,,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-tiguan-2-0tdi-dsg-allspace-matrix-exp-23-280-thannhausen-weiz/458663906.html
Spalovací,VW Tiguan Allspace 2.0 TDI,529870,79000,2023,Nafta,2.0,,,110,Manuální,,,,Ne,SUV,Life,,,Ano,6,Sinabelkirchen / *VIRTUAL*AHK*EXP.18250*,,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-tiguan-allspace-life-virtual-ahk-exp-18250-sinabelkirchen/459194311.html
Spalovací,VW Tiguan Allspace 2.0 TDI,704074,87000,2022,Nafta,2.0,,,110,Automatická,,,,Ne,SUV,R-Line,,,Ano,6,"Sinabelkirchen / 4M. ""AHV,Kamera"" EXP € 24250.-",,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-tiguan-r-line-4m-ahv-kamera-exp-24250-sinabelkirchen/456912088.html
Elektrické,VW ID.3,748610,0,,Elektro,,,,125,,,,,Ne,Sedan/limuzína,,,,,,"Selfkant-Tüddern / Baterie 52 kWh / Trend Trend 50 kWh 125 kW 125 kW (170 PS), Au...",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-trend-trend-50-kwh-125-kw-125-kw-170-ps-au-selfkant-t%C3%BCddern/458471429.html
Elektrické,VW Crafter,725850,34000,2022,Elektro,,,,100,,,,,Ne,VAN,,,,,,"Karlsruhe / Baterie 35 kWh / Unikat: Elektro Wo-Mo VW e-Crafter, Diesel-STH",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-unikat-elektro-wo-mo-vw-e-crafter-diesel-sth-karlsruhe/458277511.html
Elektrické,VW up!,524185,7500,2024,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Seevetal / Baterie 32 kWh / e-1-Gang Automatik Edition,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-1-gang-automatik-edition-seevetal/448959630.html
Elektrické,VW up!,451237,9526,2023,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Solingen / Baterie 32 kWh / e- 61 kW Edition Klima Kamera SHZ maps,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-61-kw-edition-klima-kamera-shz-maps-solingen/459710894.html
Elektrické,VW up!,505192,37299,2023,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Krefeld / Baterie 32 kWh / e- e-up! Edition AUT Kam. KlimaA. LM PDC SHZ,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-e-up-edition-aut-kam-klimaa-lm-pdc-shz-krefeld/459732416.html
Elektrické,VW up!,481480,16500,2023,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,"Bad Krozingen / Baterie 32 kWh / e-Edition 61 kW (83 PS) 32,3 kWh 1-Gang-Auto",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-edition-61-kw-83-ps-32-3-kwh-1-gang-auto-bad-krozingen/453360209.html
Elektrické,VW up!,458011,13745,2023,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Emsdetten / Baterie 32 kWh / e-Edition Klimaauto CCS PDC GRA Kamera SHZ,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-edition-klimaauto-ccs-pdc-gra-kamera-shz-emsdetten/459506637.html
Elektrické,VW up!,362683,21785,2022,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Sögel / Baterie 32 kWh / e- SHZ Klimaautom,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-shz-klimaautom-s%C3%B6gel/434177591.html
Elektrické,VW e-up!,503208,10000,2024,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Winsen (Luhe) / Up! e-up! 1-Gang Automatik Edition Bluetooth,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-1-gang-automatik-edition-bluetooth-winsen-luhe/440855493.html
Elektrické,VW e-up!,524185,8250,2024,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Winsen (Luhe) / Up! e-up! 1-Gang Automatik Edition Bluetooth,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-1-gang-automatik-edition-bluetooth-winsen-luhe/440855494.html
Elektrické,VW e-up!,371393,4024,2021,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Grevenbroich / up e-up! 14 ZOLL KLIMAAUTOMATIK CCS LED HU NEU L,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-14-zoll-klimaautomatik-ccs-led-hu-neu-l-grevenbroich/459524563.html
Elektrické,VW up!,335706,20233,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Falkenstein / e-up!*4-TÜREN*KLIMA*DAB+,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-4-t%C3%BCren-klima-dab-falkenstein/454628121.html
Elektrické,VW up!,360264,14835,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Dortmund / e-up! 61kW 5-Türer *KAMERA*PDC*ALU*TEMPOMAT*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-61kw-5-t%C3%BCrer-kamera-pdc-alu-tempomat-dortmund/459035792.html
Elektrické,VW up!,360264,14835,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Dortmund / e-up! 61kW 5-Türer *KAMERA*PDC*ALU*TEMPOMAT*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-61kw-5-t%C3%BCrer-kamera-pdc-alu-tempomat-dortmund/459035920.html
Elektrické,VW up!,275823,85222,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Werther / Baterie 32 kWh / e-up! Active,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-active-werther/458748963.html
Elektrické,VW up!,307035,45000,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Berlin / e-up!,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-berlin/458182598.html
Elektrické,VW e-up!,398976,36000,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Grafenhausen / up e-up! +CCS +Kamera +Sitzheizung,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-ccs-kamera-sitzheizung-grafenhausen/415600280.html
Elektrické,VW e-up!,567832,4814,2024,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,"Mölln / Baterie 32 kWh / up e-up! e - Edition 61 kW 32,3 kWh 1-Gang-Autom",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-e-edition-61-kw-32-3-kwh-1-gang-autom-m%C3%B6lln/433796242.html
Elektrické,VW e-up!,390265,17454,2022,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Münster / Baterie 32 kWh / up e-up! e-Max SHZ PDC R-Kam Klimaautom DAB Ambi,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-e-max-shz-pdc-r-kam-klimaautom-dab-ambi-m%C3%BCnster/456113637.html
Elektrické,VW e-up!,604633,14511,2024,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,"Crailsheim / Baterie 32 kWh / up e-up! Edition 32,3 kWh CCS/Kamera/GRA/Maps+Mo",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-32-3-kwh-ccs-kamera-gra-maps-mo-crailsheim/447546119.html
Elektrické,VW e-up!,602214,19511,2024,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,"Crailsheim / Baterie 32 kWh / up e-up! Edition 32,3 kWh CCS/Kamera/Maps+More/G",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-32-3-kwh-ccs-kamera-maps-more-g-crailsheim/459596418.html
Elektrické,VW up!,529629,15500,2023,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Bremen / Baterie 32 kWh / e-up! Edition 61kW Kamera PDC hi. Klima,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-61kw-kamera-pdc-hi-klima-bremen/433283430.html
Elektrické,VW up!,556243,16500,2023,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Bremen / e-up! Edition 61kW Kamera PDC hi. Klima DAB+,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-61kw-kamera-pdc-hi-klima-dab-bremen/365652051.html
Elektrické,VW up!,435268,21000,2023,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Immenstaad am Bodensee / e-up! Edition Ambiente/RFK/SZH/CCS-Ladedose,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-ambiente-rfk-szh-ccs-ladedose-immenstaad-am-bodensee/456587424.html
Elektrické,VW e-up!,543178,17372,2023,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Ibbenbüren / Baterie 32 kWh / up e-up! Edition Klimaaut GRA CCS SHZ PDC RKam,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-klimaaut-gra-ccs-shz-pdc-rkam-ibbenb%C3%BCren/452710238.html
Elektrické,VW e-up!,543178,12864,2023,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Ibbenbüren / Baterie 32 kWh / up e-up! Edition Klimaauto GRA CCS SHZ PDC RKam,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-klimaauto-gra-ccs-shz-pdc-rkam-ibbenb%C3%BCren/452710237.html
Elektrické,VW up!,458979,15375,2023,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Lennestadt / e-up! Edition,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-lennestadt/456698502.html
Elektrické,VW e-up!,453898,33982,2023,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Traunstein / Baterie 32 kWh / up e-up! Edition Move up! Kamera SHZ PDC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-move-up-kamera-shz-pdc-traunstein/456223407.html
Elektrické,VW e-up!,398976,50200,2022,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Straubing / Baterie 32 kWh / up e-up! Edition RFK PDC SHZ,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-rfk-pdc-shz-straubing/458028947.html
Elektrické,VW up!,423171,18800,2023,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Lübbecke / Baterie 32 kWh / e-up! Edition RFK+SHZ+CCS+GRA+DAB+ALU-FELGE,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-rfk-shz-ccs-gra-dab-alu-felge-l%C3%BCbbecke/459374040.html
Elektrické,VW e-up!,425614,17974,2023,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Bremerhaven / up! e-up! Edition SITZHZG PDC TEMP KAMERA DAB,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-edition-sitzhzg-pdc-temp-kamera-dab-bremerhaven/459680733.html
Elektrické,VW up!,338706,38590,2021,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Haren (Ems) / e-up!,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-haren-ems/457923346.html
Elektrické,VW up!,278001,85500,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Jettingen-Scheppach / e-up!,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-jettingen-scheppach/459397577.html
Elektrické,VW e-up!,361231,35284,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Düsseldorf / up e-up! Kamera Sitzheiz GRA,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-kamera-sitzheiz-gra-d%C3%BCsseldorf/457964973.html
Elektrické,VW up!,290098,53320,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Ribnitz Damgarten / e-up! Klima Bluetooth DAB,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-klima-bluetooth-dab-ribnitz-damgarten/459730868.html
Elektrické,VW e-up!,302317,55908,2021,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Weiden / Baterie 32 kWh / up e-up! Klimaautom DAB Freisprech Bluetooth 32,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-klimaautom-dab-freisprech-bluetooth-32-weiden/459122994.html
Elektrické,VW up!,386878,34300,2021,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Lübeck / Baterie 36 kWh / e-up! Max Kamera Buetooth CCS SHZ,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-max-kamera-buetooth-ccs-shz-l%C3%BCbeck/459716890.html
Elektrické,VW up!,374781,36850,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Bad Segeberg / Baterie 32 kWh / e-up! Max Kamera SHZ CCS Bluetooth,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-max-kamera-shz-ccs-bluetooth-bad-segeberg/458452554.html
Elektrické,VW up!,386878,43225,2022,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Emsdetten / Baterie 36 kWh / e-up! Max PDC SHZ Kamera,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-max-pdc-shz-kamera-emsdetten/456140317.html
Elektrické,VW e-up!,385910,31070,2022,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Wuppertal / up e-up! Move up! KAM SHZ PDC KLIMA LM,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-move-up-kam-shz-pdc-klima-lm-wuppertal/459794772.html
Elektrické,VW up!,360264,32860,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,"Reutlingen / e-up! move up! Shz,Kamera",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-move-up-shz-kamera-reutlingen/459036554.html
Elektrické,VW up!,338706,36430,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Naumburg / Baterie 33 kWh / e-up!,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-naumburg/459544031.html
Elektrické,VW up!,349376,70630,2021,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Dessau-Roßlau / e-up! Rear View/Sitzhzg./Maps + More Dock,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-rear-view-sitzhzg-maps-more-dock-dessau-ro%C3%9Flau/456932997.html
Elektrické,VW up!,355304,54518,2022,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Falkenstein / e-up! SITZH*REGENSEN*LM*DAB+*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-sitzh-regensen-lm-dab-falkenstein/448628882.html
Elektrické,VW e-up!,362199,42400,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,"Tarmstedt / Baterie 36 kWh / up e-up! Style 36,8 kWh CCS PDC RFK LM SHZ GRA W",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-style-36-8-kwh-ccs-pdc-rfk-lm-shz-gra-w-tarmstedt/459096782.html
Elektrické,VW up!,360506,43000,2021,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Bahlingen / Baterie 32 kWh / e-up! Style,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-style-bahlingen/424256694.html
Elektrické,VW up!,336069,50500,2021,Elektro,,,,61,,,,,Ne,Sedan/limuzína,,,,,,Filderstadt / e-up! Style CCS,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-style-ccs-filderstadt/456534723.html
Elektrické,VW up!,369949,24896,2022,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,"Königbach/ Stein / up e-up Style, Ganzjahresreifen, Winterpaket",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-style-ganzjahresreifen-winterpaket-k%C3%B6nigbach-stein/459564758.html
Elektrické,VW up!,362199,28597,2022,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Bebra / e-up! Style Plus 1.Hand Kamera/PDC/SHZ/Alu,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-style-plus-1-hand-kamera-pdc-shz-alu-bebra/459218873.html
Elektrické,VW up!,386636,43624,2023,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Duisburg / e-up! Style Plus 1.Hd*Kamera*PDC*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-style-plus-1-hd-kamera-pdc-duisburg/458416065.html
Elektrické,VW up!,337520,44100,2022,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Dülmen/OT Hiddingsel / e-up! Style Plus,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-style-plus-d%C3%BClmen-ot-hiddingsel/457284745.html
Elektrické,VW up!,357844,18200,2022,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Dettingen/Erms / Baterie 36 kWh / e-up! Style Plus,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-style-plus-dettingen-erms/459019686.html
Elektrické,VW up!,411073,42050,2023,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Lübeck / Baterie 36 kWh / e-up! Style Plus Kamera Climatronic CCS SHZ,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-style-plus-kamera-climatronic-ccs-shz-l%C3%BCbeck/454563307.html
Elektrické,VW e-up!,435268,33831,2023,Elektro,,,,61,,,,,Ne,Hatchback,,,,,,Hof / Baterie 32 kWh / up e-up! Style Plus KAMERA LED 8-FACH SHZ CCS,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/volkswagen-up-e-up-style-plus-kamera-led-8-fach-shz-ccs-hof/458603997.html
